"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Symbol"
"16787362"	-0.985816563195699	6.21925879881981	-7.2466503644434	4.1584438706498e-08	0.00096172331396518	8.01832596985431	NA
"16976967"	-0.719571314467472	4.0977146891594	-6.47366228201274	3.47725879468271e-07	0.00402092820723135	6.22031745543571	NA
"16712305"	-0.841851340779392	5.51117948678234	-6.1401547974363	8.83990755766635e-07	0.00642197264786923	5.42059671219713	NA
"16783970"	-1.17635633231654	10.4530991411659	-6.05898168094509	1.11073163797626e-06	0.00642197264786923	5.22408729201608	NA
"16898531"	-0.729566782445443	4.48593999323608	-5.78644644721471	2.39777328574995e-06	0.00873468129043081	4.55966082865342	NA
"16912302"	-1.12720383630235	3.17001340997819	-5.75648791718281	2.61004921980561e-06	0.00873468129043081	4.48622611034569	NA
"16908368"	0.71576269425633	8.43049260788037	5.64906535489085	3.53905896782312e-06	0.00873468129043081	4.22233883629076	"CATIP-AS1"
"17056491"	-1.02938653135298	5.20333844045504	-5.61916319718768	3.85241592043156e-06	0.00873468129043081	4.14873320077236	"MIR550B2"
"16880241"	-0.537493515957793	12.1320142710701	-5.61806739790846	3.86441427126982e-06	0.00873468129043081	4.14603466071596	NA
"17052181"	-0.639129103798195	5.55580975013446	-5.60294723339339	4.03385477909808e-06	0.00873468129043081	4.10879107057382	NA
"17112568"	-0.712342700594146	5.07123884660282	-5.58033699149281	4.30125469070065e-06	0.00873468129043081	4.05306959888777	"MIR548M"
"16762234"	-0.583540120242529	3.13616931225482	-5.56191739297436	4.53219939832965e-06	0.00873468129043081	4.00765103306958	NA
"17092306"	-0.740823577725485	3.94128493003724	-5.48048746325514	5.71182868132958e-06	0.00981952154116815	3.806612364414	"LOC102723994"
"16702979"	-0.730806184403848	3.37285826005624	-5.46645233757138	5.94427731985792e-06	0.00981952154116815	3.77192259672112	NA
"16818391"	-0.793058892543008	7.44636370673692	-5.4087246843756	7.0044462751208e-06	0.0101362916024921	3.62912946279538	"LOC101928829"
"17014927"	0.59137880338205	7.38277905936124	5.40831496913279	7.01261147748841e-06	0.0101362916024921	3.62811539258158	"MIR4644"
"16762047"	-0.447346826504059	5.39745748605572	-5.21970868491702	1.19921979186236e-05	0.0147491142750054	3.16052793496777	"LOC102724247"
"16961037"	-0.537339539276726	11.0198492271943	-5.2003927703718	1.26697917838492e-05	0.0147491142750054	3.11256707693456	"SCARNA7"
"16754529"	-0.544891114351105	4.47116338708704	-5.19695691917161	1.27942705754359e-05	0.0147491142750054	3.10403481343495	NA
"16831787"	-0.595963169865259	8.42041978790199	-5.17810543736936	1.34993327450359e-05	0.0147491142750054	3.05721501103456	NA
"16994209"	-0.808537455295657	4.8744912768287	-5.17173249320665	1.3746368286134e-05	0.0147491142750054	3.04138492619514	NA
"16875968"	0.777094333899754	6.6659943875449	5.16454572328203	1.40303763588065e-05	0.0147491142750054	3.02353208959225	NA
"17021081"	-0.776873973614816	3.53882275278704	-5.09924692793622	1.68950662721481e-05	0.0169883564206943	2.8612678719987	NA
"16762034"	-0.581140395653059	5.94331992683875	-5.05786434054867	1.90059076126291e-05	0.0183145677232197	2.75839329871503	NA
"17088030"	-0.904655569435271	4.19224775489734	-4.95788876983579	2.52558496598817e-05	0.0233636814033634	2.50978460992817	NA
"16766860"	-0.771687935725114	5.55328613425527	-4.91487545905696	2.85401134357668e-05	0.0253864309011146	2.40281301405427	NA
"17066815"	0.395514759199502	10.6945720927457	4.89327222534377	3.03468320498435e-05	0.0259434658933263	2.34908924397976	NA
"16662336"	-1.11809327949946	5.0080692834129	-4.88115190384111	3.14099124405732e-05	0.0259434658933263	2.31894924618794	NA
"16866288"	-0.463915868522308	11.4038816099612	-4.85727815923908	3.36135758236089e-05	0.0268062471749173	2.25958538087922	NA
"16744442"	-0.789960998020349	6.23432615084629	-4.80191971052469	3.93336694371808e-05	0.0303223257691227	2.12196005209077	NA
"17092750"	-0.657849540122568	9.72175368671658	-4.7540648278013	4.50525710263022e-05	0.0336106712943642	2.0030337781248	NA
"16818543"	-0.881957693424442	7.2890628434898	-4.64837385228876	6.07790799655838e-05	0.0439261806988768	1.74059813827729	NA
"16844044"	0.450791649988934	7.31043982793256	4.61637207503049	6.65384998081153e-05	0.0453098716139783	1.66121504587426	NA
"17069471"	-0.533918819616136	4.12316224101722	-4.61598171626494	6.66119961462906e-05	0.0453098716139783	1.66024699507648	NA
"16783498"	-0.623169925486648	2.9186837803738	-4.59957840443432	6.97742815423186e-05	0.0461048516922629	1.61957455072882	NA
"16915089"	-0.840716293368773	2.88171972578838	-4.57770101534495	7.42246994496114e-05	0.0476831840047545	1.56534840653404	NA
"16987655"	-0.627994482780419	4.3686250023162	-4.55925959536987	7.81939480030291e-05	0.047951907162583	1.51965704490204	NA
"16676150"	0.477293038644499	11.9157346015839	4.55657147329235	7.87898331896984e-05	0.047951907162583	1.51299827636585	"BTG2"
"16852683"	0.56882793017021	8.87823726176825	4.52565573117773	8.5975121039755e-05	0.0490140702851493	1.43644456015715	"PMAIP1"
"17044403"	-0.926413347927094	4.3976649933239	-4.52002947991234	8.73508793551034e-05	0.0490140702851493	1.42251853114738	NA
"16917129"	-1.19205900831438	4.61731135362916	-4.51892315589853	8.76239575783137e-05	0.0490140702851493	1.41978038560407	NA
"16907729"	-0.419897413041723	6.63419894883822	-4.5133502470111	8.90124509005177e-05	0.0490140702851493	1.4059885504314	"CRYGC"
"17005092"	-0.720577732518483	5.4476098159557	-4.48984177282357	9.51134141036983e-05	0.049938832951711	1.34783016759971	NA
"16996637"	-0.667464419563941	5.20574423140809	-4.48789630375864	9.56364748368206e-05	0.049938832951711	1.34301872349296	NA
"16809335"	-0.507559661791471	4.7546661495585	-4.48225313921242	9.71698656473817e-05	0.049938832951711	1.32906365394837	NA
